"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"1" 1 "LAYING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.974059464791667 -0.98027739875 -0.984233296875 -0.509754238125 0.752536639375 0.646834879583333 -0.959014441458333 -0.988211865208333 -0.984230418125 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.98587216875 -0.98317254125 -0.988442014375 -0.01847660675 -0.111800824583333 0.144882846104167 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.977435485208333 -0.972873912916667 -0.977435485208333 -0.972873912916667 -0.987741696041667 -0.98551807625 -0.950011569583333 -0.961164053958333 -0.991767074166667 -0.989718095208333 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.973246482083333 -0.981025105625 -0.984792185 -0.985813630833333 -0.982768250416667 -0.986197134583333 -0.987250255833333 -0.984987392916667 -0.989345368541667 -0.9864311425 -0.983321635416667 -0.9626718875 -0.988860685833333 -0.981910616458333 -0.963174222291667 -0.975110196458333 -0.975121387916667 -0.985374114791667 -0.984568489166667 -0.972112972708333 -0.96109837875 -0.990248702291667 -0.989492660416667
"2" 1 "SITTING" 0.275990838888889 -0.0130559706333333 -0.109872476460317 -0.98668830984127 -0.949019816666667 -0.959197317142857 0.926754419365079 -0.0245644109816508 0.194667894650794 -0.981345146190476 -0.957517994761905 -0.95622891968254 0.0737447732380952 0.00843244888126984 0.00441147400634921 -0.986477173809524 -0.974393462222222 -0.987125191428571 -0.0481059255555556 -0.0670477260539682 0.055312766968254 -0.983871471428571 -0.977040625714286 -0.956966903650794 -0.092292196984127 -0.0410880948888889 -0.0423168674365079 -0.988298261587302 -0.990581594761905 -0.984892668095238 -0.966884123492064 -0.953041961904762 -0.966884123492064 -0.953041961904762 -0.985004427777778 -0.982503243968254 -0.942876033650794 -0.958286353492063 -0.990359823650794 -0.989219159206349 -0.985528168412698 -0.955767063333333 -0.97021103968254 -0.987299863015873 -0.948478940476191 -0.955914811111111 -0.986367400634921 -0.97379824031746 -0.984615598412698 -0.987887133650794 -0.977144186190476 -0.988321486031746 -0.980317309047619 -0.981334384761905 -0.957464554444444 -0.985066622063492 -0.974924673650794 -0.960801812539683 -0.961730203174603 -0.955299545396825 -0.981781426031746 -0.982326640634921 -0.969644222698413 -0.958355904920635 -0.989455461904762 -0.989324498412698
"3" 1 "STANDING" 0.277685027926829 -0.0173270487231707 -0.103584368487805 -0.985094464268293 -0.936058416707317 -0.930608664146341 0.91492610402439 -0.270195977731707 0.153688961756098 -0.98493781597561 -0.96259806 -0.930014706646341 0.0744857463780488 0.00740893188581707 -0.0140488787923171 -0.978168694512195 -0.96289370695122 -0.979774944268293 -0.0257471496810976 -0.0807674855487805 0.0887407954707317 -0.94788029804878 -0.965163190243902 -0.950714536829268 -0.105952137963415 -0.0426317456414634 -0.055322505297561 -0.970091198170732 -0.981305279268293 -0.970915464634146 -0.950476994512195 -0.941123374146342 -0.950476994512195 -0.941123374146342 -0.975742745487805 -0.971786669878049 -0.942289912926829 -0.929576602073171 -0.979204140487805 -0.974150911341463 -0.981220117926829 -0.943593063658537 -0.951172404390244 -0.987128725853659 -0.935687763658537 -0.925095835365854 -0.977878543170732 -0.962504521097561 -0.976283085731707 -0.98060567304878 -0.966268084878049 -0.981982307195122 -0.943202085609756 -0.96780865804878 -0.949540942195122 -0.949998951829268 -0.963967396951219 -0.955834934878049 -0.952416237804878 -0.944043882195122 -0.971570401829268 -0.971080059756098 -0.945147761829268 -0.932054063170732 -0.974633746585366 -0.975178186097561
"4" 1 "WALKING" 0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.423642838474576 -0.0780912533118644 -0.425257524915254 0.91301733338983 -0.34660709 0.0847270871186441 -0.972693201355932 -0.972116879661017 -0.972072847627119 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.277530462620339 -0.0166022362847458 -0.586090418983051 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.561550255762712 -0.53845366779661 -0.481085535084746 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.389549831525424 -0.634140436101695 -0.435492677288136 -0.290407593728814 -0.422544169322034 -0.290407593728814 -0.422544169322034 -0.281424153881356 -0.164150985127119 -0.446549092881356 -0.553019916271186 -0.547911950338983 -0.557798151355932 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.457651383728814 -0.16921968620339 -0.455222146440678 -0.304615322881356 -0.0787640836610169 -0.554956709661017 -0.31431306340678 -0.0153329520084746 -0.615898188474576 -0.429713536101695 -0.55477211220339 -0.396659907457627 -0.604053019152542 -0.533046952542373 -0.559856635084746 -0.324289427932203 -0.577105211694915 -0.169064352813559 -0.164091969449153 -0.530704814745763 -0.651792839661017 -0.583249293389831 -0.558104554745763
"5" 1 "WALKING_DOWNSTAIRS" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 -0.10283790806383 0.861831345531915 -0.325780100638298 -0.0438890162723404 -0.940361759574468 -0.940068525531915 -0.931438313191489 0.110040615569574 -0.00327959081489362 -0.0209351677765957 0.147249143238298 0.126828014557447 -0.340122023191489 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 -0.243940592553192 -0.469396701106383 -0.218266318606383 0.0899511204978723 0.215586334889362 0.0899511204978723 0.215586334889362 0.00565516335106383 0.22961718512766 -0.162188586930426 -0.274844110531915 -0.410872671489362 -0.343187875404255 0.112841160325532 0.278345041765957 -0.131290772 0.0161046198595745 0.171973972957447 -0.162032894287234 0.138120681087234 0.0962091607617021 -0.271498721106383 0.0499590624829787 0.0808333491276596 -0.408227423191489 -0.145775970406383 -0.361913824 -0.0874944736085106 -0.379436674361702 -0.458732747446809 -0.422987665106383 0.293424826591489 -0.0214787881723404 0.222247409576596 0.227480732542553 -0.320838543553191 -0.372576755361702 -0.380175306489362 -0.343698985425532
"6" 1 "WALKING_UPSTAIRS" 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 -0.112121021220833 0.790717418541667 -0.416214890416667 -0.195888238891667 -0.934407739791667 -0.92376745375 -0.878004056875 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.276121886479167 -0.185648954220833 -0.5737463525 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.439253058958333 -0.466298336666667 -0.163995791679167 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.464854363125 -0.645491337708333 -0.467595961041667 -0.107322679520833 -0.205977045295833 -0.107322679520833 -0.205977045295833 -0.321268911041667 -0.21738939458125 -0.219713472958333 -0.377532167604167 -0.572816438541667 -0.597291719166667 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.320582414375 0.0848802791083333 -0.09454497643125 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.365415441458333 -0.243554146666667 -0.625090981458333 -0.331643577458333 -0.488086123958333 -0.248601122 -0.476358845625 -0.459758488958333 -0.218072471479167 -0.14531853915625 -0.36672824375 -0.189511136902083 -0.2604238389625 -0.450612184791667 -0.438620401875 -0.60079849625 -0.621820202916667
"7" 2 "LAYING" 0.279959721194444 -0.0142629864502778 -0.110800924652778 -0.947735251944444 -0.913276301666667 -0.942945807916667 -0.418494577083333 0.632484075694444 0.771903907083333 -0.928781249027778 -0.958826938556944 -0.952435389166667 0.0752202242222222 0.00459834754236111 -0.00467438744166667 -0.970355191527778 -0.955151526805556 -0.974527011944444 -0.0208311371125 -0.09257231175 0.145003879319444 -0.956641905833333 -0.9618849625 -0.933251870694444 -0.100203934722222 -0.037608730565 -0.0702723568194445 -0.972092602916667 -0.980484171388889 -0.978636301805555 -0.934993799305556 -0.909407761152778 -0.934993799305556 -0.909407761152778 -0.971169779305556 -0.959849821805556 -0.926616373333333 -0.923911565972222 -0.981716936388889 -0.974201690972222 -0.953758542777778 -0.925524703472222 -0.954219235555556 -0.945656808055556 -0.912562856666667 -0.941163951388889 -0.969570326944444 -0.954833264305556 -0.970918941666667 -0.974126068055556 -0.9589609575 -0.976833164027778 -0.95336692 -0.964698258611111 -0.942570240416667 -0.958030986944444 -0.960711254583333 -0.936965638611111 -0.929818990972222 -0.913267251263889 -0.962654791527778 -0.955635614444444 -0.946055840972222 -0.923552358194444 -0.976638980972222 -0.972789020833333
"8" 2 "SITTING" 0.2731190238 -0.0116982831966667 -0.105275470333333 -0.978456057333333 -0.928360480422167 -0.917261942666667 0.844629946833333 0.202464839966667 0.310939662233333 -0.9724794675 -0.954903256116667 -0.92768965835 0.0807553030833333 -0.0016367778875 -0.0143274970523333 -0.9820988365 -0.965741724333333 -0.979523982166667 -0.0361804472533333 -0.0740485584166667 0.0723597636083333 -0.981279067333333 -0.9499144645 -0.9469867025 -0.0988310747833333 -0.04283562715 -0.0505157686083333 -0.986032739666667 -0.980809156666667 -0.9795162955 -0.942042764333333 -0.92399128967 -0.942042764333333 -0.92399128967 -0.979879152166667 -0.969403419666667 -0.94457089 -0.933672114333333 -0.9857571085 -0.977133240166667 -0.978742358 -0.940131602 -0.947007767666667 -0.978487354666667 -0.9271250541 -0.908769357 -0.981451812 -0.9641912945 -0.9760638885 -0.9845970285 -0.970520784666667 -0.981714632666667 -0.977535776833333 -0.959329168333333 -0.948747775333333 -0.982528546666667 -0.945619506333333 -0.951535158166667 -0.943101237833333 -0.926353780316667 -0.969602564833333 -0.967997253333333 -0.952304286833333 -0.933954977666667 -0.97845476 -0.976842010166667
"9" 2 "STANDING" 0.279040188913043 -0.016009504676087 -0.104181273926087 -0.981208566521739 -0.929663 -0.926380642173913 0.958805704565217 -0.181156581313043 -0.0116140890817391 -0.991887001521739 -0.971955481521739 -0.953964105652174 0.0753100621304348 0.0109475951308696 -0.00695865616173913 -0.969689616956522 -0.954292961521739 -0.973921856521739 -0.029126635623913 -0.0731457909065217 0.0761321487826087 -0.920065486304348 -0.950961202608696 -0.960425198695652 -0.0964718739782609 -0.043529978123913 -0.0518606903717391 -0.949099255652174 -0.976575723478261 -0.978410504130435 -0.949785342173913 -0.936840523695652 -0.949785342173913 -0.936840523695652 -0.971743663913043 -0.95340069 -0.925597440869565 -0.902225885434783 -0.973359166304348 -0.962734031521739 -0.97551466826087 -0.934483265217391 -0.943484432826087 -0.984135576956522 -0.930994429347826 -0.922768381086956 -0.968781345 -0.953657751304348 -0.968896371521739 -0.973663195652174 -0.95861502173913 -0.977953769130435 -0.917570550869565 -0.956724820217391 -0.961394529782609 -0.922654160652174 -0.948687480652174 -0.963750969782609 -0.944163922173913 -0.942210155652174 -0.953011540217391 -0.952915090434783 -0.929852289347826 -0.903664324130435 -0.963606943478261 -0.963978122826087
"10" 2 "WALKING" 0.27886459 -0.0167213607957174 -0.107112510934783 -0.00865921919565217 0.100384246321739 -0.213351968804348 0.936096410434783 -0.259644937173913 0.0233780056086957 -0.969643448043478 -0.963639340217391 -0.955147847391304 0.0627777634002174 0.0356746339782609 0.00443691445434783 0.0358787094391304 0.225542290191304 -0.313155902608696 0.0007771571 -0.0960880731804348 0.0775266594847826 -0.318537865869565 -0.486322106521739 -0.151439515130435 -0.132977562363043 -0.0321910702173913 -0.0569812455608696 -0.226656401521739 -0.651875468913043 -0.234278150891304 0.0722419121669565 -0.161591787478261 0.0722419121669565 -0.161591787478261 0.02291996735 0.111532924945652 -0.210608043717391 -0.390775683913043 -0.461999528913043 -0.503106312391304 -0.0994928588891304 0.145367520371739 -0.25521651373913 0.0243958191369565 0.00386841059347826 -0.253643608304348 -0.0367047077608696 0.159995613695652 -0.281973435652174 0.0180047785304348 0.213423556139739 -0.343195610652174 -0.144648652152174 -0.501176901956522 -0.083501182326087 -0.374496318695652 -0.481624411086957 -0.253173876956522 -0.0241584964891304 -0.381399308043478 0.0659727285 0.158286745226087 -0.438378722826087 -0.464019127391304 -0.553946121521739 -0.476405270434783
